schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_temperature,weather_wind_mph,score_home,score_away,stadium_neutral,home_favorite,away_favorite,favorite_win,favorite_cover,over,elo1_pre,elo2_pre,elo_difference
12/1/1991,1991,14,SF,NO,SF,-4,34,56,12,38,24,0,1,0,1,1,1,1629.239,1609.465,19.774
12/1/1991,1991,14,SEA,KC,SEA,-1.5,36,72,0,6,19,0,1,0,0,0,0,1535.681,1575.916,40.235
12/2/1991,1991,14,TEN,PHI,TEN,-6.5,42,72,0,6,13,0,1,0,0,0,0,1606.621,1574.915,31.706
12/8/1991,1991,15,CHI,GB,CHI,-9.5,36,53,15,27,13,0,1,0,1,1,1,1578.807,1371.106,207.701
12/8/1991,1991,15,CLE,DEN,PICK,0,36,54,16,7,17,0,0,0,1,1,0,1456.606,1573.866,117.26
12/8/1991,1991,15,DAL,NO,DAL,-2,36,70,14,23,14,0,1,0,1,1,1,1525.8,1589.628,63.828
12/8/1991,1991,15,DET,NYJ,DET,-5.5,42,72,0,34,20,0,1,0,1,1,1,1569.545,1493.948,75.597
12/8/1991,1991,15,TEN,PIT,TEN,-10,44,72,0,31,6,0,1,0,1,1,0,1578.968,1482.471,96.497
12/8/1991,1991,15,KC,LAC,KC,-9,36,58,22,20,17,0,1,0,1,0,1,1604.506,1413.554,190.952
12/8/1991,1991,15,OAK,BUF,OAK,-1.5,41,54,8,27,30,0,1,0,0,0,1,1604.087,1675.953,71.866
12/8/1991,1991,15,LAR,ATL,ATL,-6,43,54,8,14,31,0,0,1,1,1,1,1375.18,1526.009,150.829
12/8/1991,1991,15,NE,IND,NE,-8,34,44,14,23,17,0,1,0,1,0,1,1326.223,1281.312,44.911
12/8/1991,1991,15,NYG,PHI,NYG,-3,33,52,11,14,19,0,1,0,0,0,0,1572.411,1602.568,30.157
12/8/1991,1991,15,ARI,,WAS,-14,40,59,6,14,20,0,0,0,1,0,0,,,0
12/8/1991,1991,15,SEA,SF,SF,-3.5,36,72,0,22,24,0,0,1,1,0,1,1507.091,1649.076,141.985
12/8/1991,1991,15,TB,MIN,MIN,-4,38,69,7,24,26,0,0,1,1,0,1,1322.901,1476.849,153.948
12/9/1991,1991,15,MIA,CIN,MIA,-8,46,73,7,37,13,0,1,0,1,1,1,1530.499,1376.242,154.257
12/14/1991,1991,16,CHI,TB,CHI,-13,34,32,22,27,0,0,1,0,1,1,0,1587.107,1314.987,272.12
12/14/1991,1991,16,SF,KC,SF,-4.5,37,47,10,28,14,0,1,0,1,1,1,1657.376,1609.136,48.24
12/15/1991,1991,16,ATL,SEA,ATL,-7,40,42,16,26,13,0,1,0,1,1,0,1547.091,1498.79,48.301
12/15/1991,1991,16,CLE,TEN,TEN,-3,35,28,21,14,17,0,0,1,1,0,0,1436.68,1596.148,159.468
12/15/1991,1991,16,DEN,ARI,DEN,-11.5,34,34,8,24,19,0,1,0,1,0,1,1593.792,1347.205,246.587
12/15/1991,1991,16,GB,DET,DET,-3,34,10,15,17,21,0,0,1,1,1,1,1362.806,1585.226,222.42
12/15/1991,1991,16,IND,BUF,BUF,-13,42.5,72,0,7,35,0,0,1,1,1,0,1268.453,1689.5,421.047
12/15/1991,1991,16,MIN,LAR,MIN,-10,45,72,0,20,14,0,1,0,1,0,0,1484.762,1354.097,130.665
12/15/1991,1991,16,NYJ,NE,NYJ,-7,36,39,30,3,6,0,1,0,0,0,0,1478.267,1339.081,139.186
12/15/1991,1991,16,PHI,DAL,PHI,-3.5,32,38,22,13,25,0,1,0,0,0,1,1622.593,1548.736,73.857
12/15/1991,1991,16,PIT,CIN,PIT,-6,39,29,23,17,10,0,1,0,1,1,0,1465.291,1363.327,101.964
12/15/1991,1991,16,LAC,MIA,MIA,-1,38,60,8,38,30,0,0,1,0,0,1,1408.924,1543.414,134.49
12/15/1991,1991,16,,NYG,WAS,-9,37,40,19,34,17,0,0,0,0,0,1,,,0
12/16/1991,1991,16,NO,OAK,NO,-3,37,72,0,27,0,0,1,0,1,1,0,1566.692,1590.541,23.849
12/21/1991,1991,17,MIN,GB,MIN,-6,44,72,0,7,27,0,1,0,0,0,0,1493.513,1354.161,139.352
12/21/1991,1991,17,NYG,TEN,TEN,-3,37,39,20,24,20,0,0,1,0,0,1,1541.88,1605.912,64.032
12/22/1991,1991,17,BUF,DET,BUF,-5,41,35,22,14,17,0,1,0,0,0,0,1696.114,1593.871,102.243
12/22/1991,1991,17,CIN,NE,NE,-2,38,34,10,29,7,0,0,1,0,0,0,1352.633,1362.435,9.802
12/22/1991,1991,17,DAL,ATL,DAL,-3,39,48,8,31,27,0,1,0,1,1,1,1586.507,1564.283,22.224
12/22/1991,1991,17,OAK,KC,OAK,-2.5,35,58,9,21,27,0,1,0,0,0,1,1561.687,1591.491,29.804
12/22/1991,1991,17,MIA,NYJ,MIA,-5.5,44,71,6,20,23,0,1,0,0,0,0,1516.247,1454.913,61.334
12/22/1991,1991,17,PHI,,WAS,-3,35,37,11,24,22,0,0,0,0,0,1,,,0
12/22/1991,1991,17,ARI,NO,NO,-7,35,55,5,3,27,0,0,1,1,1,0,1342.728,1595.546,252.818
12/22/1991,1991,17,PIT,CLE,PIT,-3,37,32,15,17,10,0,1,0,1,1,0,1475.985,1426.916,49.069
12/22/1991,1991,17,LAC,DEN,DEN,-3,37,57,6,14,17,0,0,1,1,0,0,1436.091,1598.269,162.178
12/22/1991,1991,17,SEA,LAR,SEA,-6,39,72,0,23,9,0,1,0,1,1,0,1481.599,1345.347,136.252
12/22/1991,1991,17,TB,IND,TB,-5.5,35,62,5,17,3,0,1,0,1,1,0,1307.73,1261.84,45.89
12/23/1991,1991,17,SF,CHI,SF,-5,39,48,5,52,14,0,1,0,1,1,1,1675.022,1594.364,80.658
12/28/1991,1991,18,KC,OAK,KC,-5,36,,,10,6,0,1,0,1,0,0,1613.263,1539.915,73.348
12/28/1991,1991,18,NO,ATL,NO,-6,39,72,0,20,27,0,1,0,0,0,1,1610.569,1552.609,57.96
12/29/1991,1991,18,CHI,DAL,CHI,-3,37,,,13,17,0,1,0,0,0,0,1573.62,1598.181,24.561
12/29/1991,1991,18,TEN,NYJ,TEN,-9,44,72,0,17,10,0,1,0,1,0,0,1589.87,1474.745,115.125
1/4/1992,1991,19,DEN,TEN,DEN,-3.5,37,,,26,24,0,1,0,1,0,1,1607.926,1599.932,7.994
1/4/1992,1991,19,,ATL,WAS,-11.5,43,,,24,7,0,0,0,0,0,0,,,0
1/5/1992,1991,19,BUF,KC,BUF,-10.5,41,,,37,14,0,1,0,1,1,1,1674.399,1622.675,51.724
1/5/1992,1991,19,DET,DAL,PICK,0,43,72,0,38,6,0,0,0,0,0,1,1615.586,1616.477,0.891
1/12/1992,1991,20,BUF,DEN,BUF,-12,46,,,10,7,0,1,0,1,0,0,1694.804,1616.357,78.447
1/12/1992,1991,20,,DET,WAS,-14,43,,,41,10,0,0,0,0,0,1,,,0
1/26/1992,1991,21,,BUF,WAS,-7,49,72,0,37,24,1,0,0,0,0,1,,,0
9/6/1992,1992,1,ATL,NYJ,ATL,-3,43,72,0,20,17,0,1,0,1,0,0,1548.156,1478.122,70.034
9/6/1992,1992,1,BUF,LAR,BUF,-11,45,73,11,40,7,0,1,0,1,1,1,1622.141,1390.66,231.481
9/6/1992,1992,1,CHI,DET,CHI,-3.5,37,74,12,27,24,0,1,0,1,0,1,1538.55,1584.8,46.25
9/6/1992,1992,1,DEN,OAK,DEN,-3,36,64,9,17,13,0,1,0,1,1,0,1573.954,1522.002,51.952
9/6/1992,1992,1,GB,MIN,MIN,-5,37,68,9,20,23,0,0,1,1,0,1,1438.643,1463.14,24.497
9/6/1992,1992,1,TEN,PIT,TEN,-12.5,45,72,0,24,29,0,1,0,0,0,1,1562.667,1494.658,68.009
9/6/1992,1992,1,IND,CLE,CLE,-6,34,72,0,14,3,0,0,1,0,0,0,1331.013,1443.942,112.929
9/6/1992,1992,1,NYG,SF,SF,-4,37,68,12,14,31,0,0,1,1,1,1,1540.282,1632.177,91.895
9/6/1992,1992,1,PHI,NO,PHI,-3.5,34,68,12,15,13,0,1,0,1,0,0,1567.718,1555.706,12.012
9/6/1992,1992,1,LAC,KC,KC,-2.5,35,70,10,10,24,0,0,1,1,1,0,1452.623,1569.846,117.223
9/6/1992,1992,1,SEA,CIN,SEA,-4,37,72,0,3,21,0,1,0,0,0,0,1497.304,1420.601,76.703
9/6/1992,1992,1,TB,ARI,TB,-1,37,81,6,23,7,0,1,0,1,1,0,1385.367,1386.803,1.436
9/7/1992,1992,1,DAL,,WAS,-2,43,83,11,23,10,0,0,0,0,0,0,,,0
9/13/1992,1992,2,CIN,OAK,OAK,-2.5,37,63,5,24,21,0,0,1,0,0,1,1464.241,1511.678,47.437
9/13/1992,1992,2,DEN,LAC,DEN,-6.5,34,74,11,21,13,0,1,0,1,1,0,1584.277,1430.117,154.16
9/13/1992,1992,2,DET,MIN,DET,-3.5,43,72,0,31,17,0,1,0,1,1,1,1571.796,1478.902,92.894
9/13/1992,1992,2,IND,TEN,IND,-9,39,72,0,10,20,0,1,0,0,0,0,1359.897,1536.632,176.735
9/13/1992,1992,2,KC,SEA,KC,-10,33,74,20,26,7,0,1,0,1,1,0,1592.352,1453.664,138.688
9/13/1992,1992,2,LAR,NE,LAR,-4,37,68,10,14,0,0,1,0,1,1,0,1381.114,1392.777,11.663
9/13/1992,1992,2,NO,CHI,NO,-4,34,72,0,28,6,0,1,0,1,1,0,1547.406,1551.554,4.148
9/13/1992,1992,2,NYG,DAL,DAL,-3,38,64,9,28,34,0,0,1,1,1,1,1513.933,1592.553,78.62
9/13/1992,1992,2,ARI,PHI,PHI,-7,35,92,7,14,31,0,0,1,1,1,1,1364.249,1576.017,211.768
9/13/1992,1992,2,PIT,NYJ,NYJ,-2.5,38,60,7,27,10,0,0,1,0,0,0,1520.693,1469.896,50.797
9/13/1992,1992,2,SF,BUF,SF,-3.5,44,65,13,31,34,0,1,0,0,0,1,1658.526,1631.687,26.839
9/13/1992,1992,2,TB,GB,TB,-2.5,37,80,10,31,3,0,1,0,1,1,0,1407.921,1422.881,14.96
9/13/1992,1992,2,,ATL,WAS,-10,45,64,6,24,17,0,0,0,0,0,0,,,0
9/14/1992,1992,2,CLE,MIA,MIA,-2.5,38,66,9,23,27,0,0,1,1,1,1,1415.058,1499.277,84.219
9/20/1992,1992,3,ATL,NO,ATL,-1,37,72,0,7,10,0,1,0,0,0,0,1545.467,1572.627,27.16
9/20/1992,1992,3,BUF,IND,BUF,-17,41,56,6,38,0,0,1,0,1,1,0,1649.891,1344.173,305.718
9/20/1992,1992,3,DAL,ARI,DAL,-13.5,40,84,13,31,20,0,1,0,1,0,1,1611.135,1347.964,263.171
9/20/1992,1992,3,GB,CIN,PICK,0,37,56,11,24,23,0,0,0,0,0,1,1394.666,1477.299,82.633
9/20/1992,1992,3,TEN,KC,TEN,-5.5,39,72,0,23,20,0,1,0,1,0,1,1552.356,1605.316,52.96
9/20/1992,1992,3,OAK,CLE,OAK,-8.5,33,68,9,16,28,0,1,0,0,0,1,1498.619,1399.984,98.635
9/20/1992,1992,3,MIA,LAR,MIA,-8.5,38,82,6,26,10,0,1,0,1,1,0,1514.35,1403.526,110.824
9/20/1992,1992,3,MIN,TB,MIN,-7,39,72,0,26,20,0,1,0,1,0,1,1464.387,1436.136,28.251
9/20/1992,1992,3,NE,SEA,NE,-3,33,59,10,6,10,0,1,0,0,0,0,1370.365,1440.7,70.335
9/20/1992,1992,3,NYJ,SF,SF,-4,41,66,10,14,31,0,0,1,1,1,1,1451.265,1640.321,189.056
9/20/1992,1992,3,PHI,DEN,PHI,-6.5,35,67,9,30,0,0,1,0,1,1,0,1592.303,1593.097,0.794
9/20/1992,1992,3,LAC,PIT,LAC,-3,35,70,8,6,23,0,1,0,0,0,0,1421.297,1539.324,118.027
9/20/1992,1992,3,,DET,WAS,-9,45,68,9,13,10,0,0,0,0,0,0,,,0
9/21/1992,1992,3,CHI,NYG,CHI,-5,37,63,10,14,27,0,1,0,0,0,1,1526.333,1495.352,30.981
9/27/1992,1992,4,CHI,ATL,CHI,-4.5,39,60,14,41,31,0,1,0,1,1,1,1491.304,1529.831,38.527
9/27/1992,1992,4,CIN,MIN,CIN,-2,41,63,12,7,42,0,1,0,0,0,1,1469.957,1478.161,8.204
9/27/1992,1992,4,CLE,DEN,DEN,-4.5,34,66,14,0,12,0,0,1,1,1,0,1439.86,1565.828,125.968
9/27/1992,1992,4,DET,TB,DET,-10.5,41,72,0,23,27,0,1,0,0,0,1,1578.384,1422.362,156.022
9/27/1992,1992,4,GB,PIT,PIT,-3.5,37,56,12,17,3,0,0,1,0,0,0,1402.008,1563.273,161.265
9/27/1992,1992,4,TEN,LAC,TEN,-11,41,72,0,27,0,0,1,0,1,1,0,1565.666,1397.348,168.318
9/27/1992,1992,4,LAR,NYJ,PICK,0,38,69,9,18,10,0,0,0,0,0,0,1389.539,1433.278,43.739
9/27/1992,1992,4,NE,BUF,BUF,-14,38,66,12,7,41,0,0,1,1,1,1,1354.556,1656.527,301.971
9/27/1992,1992,4,NO,SF,SF,-3,37,72,0,10,16,0,0,1,1,1,0,1588.263,1658.308,70.045
9/27/1992,1992,4,SEA,MIA,MIA,-6,35,72,0,17,19,0,0,1,1,0,1,1456.509,1528.337,71.828
9/28/1992,1992,4,KC,OAK,KC,-6,37,58,13,27,7,0,1,0,1,1,0,1592.006,1458.744,133.262
10/4/1992,1992,5,ATL,GB,ATL,-7.5,42,72,0,24,10,0,1,0,1,1,0,1507.939,1437.98,69.959
10/4/1992,1992,5,BUF,MIA,BUF,-10.5,50,53,9,10,37,0,1,0,0,0,0,1669.595,1539.074,130.521
10/4/1992,1992,5,DEN,KC,DEN,-1,33,64,12,20,19,0,1,0,1,0,1,1586.45,1605.528,19.078
10/4/1992,1992,5,DET,NO,PICK,0,36,72,0,7,13,0,0,0,1,1,0,1550.432,1569.13,18.698
10/4/1992,1992,5,OAK,NYG,PICK,0,38,66,8,13,10,0,0,0,0,0,0,1445.222,1530.381,85.159
10/4/1992,1992,5,MIN,CHI,MIN,-4,43,72,0,21,20,0,1,0,1,0,0,1520.907,1513.196,7.711
10/4/1992,1992,5,NYJ,NE,NYJ,-10,35,65,13,30,21,0,1,0,1,0,1,1412.846,1341.488,71.358
10/4/1992,1992,5,ARI,,WAS,-10,39,82,7,27,24,0,0,0,0,0,1,,,0
10/4/1992,1992,5,LAC,SEA,LAC,-3.5,32,68,7,17,6,0,1,0,1,1,0,1384.875,1445.772,60.897
10/4/1992,1992,5,SF,LAR,SF,-15,42,64,12,27,24,0,1,0,1,0,1,1677.44,1409.971,267.469
10/4/1992,1992,5,TB,IND,TB,-10,35,81,14,14,24,0,1,0,0,0,1,1450.314,1337.537,112.777
10/5/1992,1992,5,PHI,DAL,PHI,-3.5,39,56,16,31,7,0,1,0,1,1,0,1619.572,1616.815,2.757
10/11/1992,1992,6,CIN,TEN,TEN,-7,43,50,10,24,38,0,0,1,1,1,1,1427.212,1578.139,150.927
10/11/1992,1992,6,CLE,PIT,PIT,-3,33,51,10,17,9,0,0,1,0,0,0,1419.237,1527.302,108.065
10/11/1992,1992,6,DAL,SEA,DAL,-18,37,66,4,27,0,0,1,0,1,1,0,1591.602,1421.262,170.34
10/11/1992,1992,6,IND,NYJ,NYJ,-2,37,72,0,6,3,0,0,1,0,0,0,1375.918,1426.43,50.512
10/11/1992,1992,6,KC,PHI,PHI,-2,34,50,10,24,17,0,0,1,0,0,1,1599.631,1644.785,45.154
10/11/1992,1992,6,OAK,BUF,BUF,-9.5,42,64,10,20,3,0,0,1,0,0,0,1460.024,1614.37,154.346
10/11/1992,1992,6,MIA,ATL,MIA,-8,44,83,9,21,17,0,1,0,1,0,0,1594.299,1524.013,70.286
10/11/1992,1992,6,NE,SF,SF,-17.5,39,59,6,12,24,0,0,1,1,0,0,1327.904,1680.537,352.633
10/11/1992,1992,6,NO,LAR,NO,-9,34,72,0,13,10,0,1,0,1,0,0,1591.641,1406.875,184.766
10/11/1992,1992,6,NYG,ARI,NYG,-8,38,63,6,31,21,0,1,0,1,1,1,1515.579,1368.191,147.388
10/12/1992,1992,6,,DEN,WAS,-8,38,57,11,34,3,0,0,0,0,0,0,,,0
10/15/1992,1992,7,MIN,DET,MIN,-5.5,43,72,0,31,14,0,1,0,1,1,1,1526.232,1527.921,1.689
10/18/1992,1992,7,CHI,TB,CHI,-5.5,40,41,13,31,14,0,1,0,1,1,1,1507.87,1411.933,95.937
10/18/1992,1992,7,CLE,GB,CLE,-3,33,38,11,17,6,0,1,0,1,1,0,1444.412,1421.905,22.507
10/18/1992,1992,7,DAL,KC,DAL,-4,38,60,5,17,10,0,1,0,1,1,0,1603.95,1619.063,15.113
10/18/1992,1992,7,DEN,TEN,TEN,-3,39,47,8,27,21,0,0,1,0,0,1,1570.351,1597.884,27.533
10/18/1992,1992,7,IND,LAC,IND,-2,32,72,0,14,34,0,1,0,0,0,1,1389.116,1409.385,20.269
10/18/1992,1992,7,LAR,NYG,NYG,-1.5,37,66,8,38,17,0,0,1,0,0,1,1402.097,1525.528,123.431
10/18/1992,1992,7,MIA,NE,MIA,-15,39,80,7,38,17,0,1,0,1,1,1,1603.838,1320.63,283.208
10/18/1992,1992,7,ARI,NO,NO,-7,35,79,6,21,30,0,0,1,1,1,1,1358.242,1596.419,238.177
10/18/1992,1992,7,SF,ATL,SF,-10,45,60,12,56,17,0,1,0,1,1,1,1687.811,1514.474,173.337
10/18/1992,1992,7,SEA,OAK,OAK,-7,32,72,0,0,19,0,0,1,1,1,0,1408.914,1497.732,88.818
10/18/1992,1992,7,,PHI,WAS,-2,38,48,9,16,12,0,0,0,0,0,0,,,0
10/19/1992,1992,7,PIT,CIN,PIT,-7.5,38,36,16,20,0,0,1,0,1,1,0,1502.127,1407.467,94.66
10/25/1992,1992,8,GB,CHI,CHI,-3.5,37,48,8,10,30,0,0,1,1,1,1,1403.902,1523.149,119.247
10/25/1992,1992,8,TEN,CIN,TEN,-17,44,72,0,26,10,0,1,0,1,0,0,1580.806,1391.279,189.527
10/25/1992,1992,8,KC,PIT,KC,-8.5,36,61,9,3,27,0,1,0,0,0,0,1601.63,1518.315,83.315
10/25/1992,1992,8,OAK,DAL,DAL,-3,36,67,9,13,28,0,0,1,1,1,1,1525.34,1621.383,96.043
10/25/1992,1992,8,MIA,IND,MIA,-13.5,39,76,9,20,31,0,1,0,0,0,1,1610.176,1354.06,256.116
10/25/1992,1992,8,MIN,,WAS,-2.5,42,72,0,13,15,0,0,0,1,0,0,,,0
10/25/1992,1992,8,NE,CLE,CLE,-4.5,30,48,17,17,19,0,0,1,1,0,1,1314.293,1462.415,148.122
10/25/1992,1992,8,NYG,SEA,NYG,-14.5,32,50,20,23,10,0,1,0,1,0,1,1488.484,1381.307,107.177
10/25/1992,1992,8,PHI,ARI,PHI,-15,38,51,13,7,3,0,1,0,1,0,0,1614.652,1346.735,267.917
10/25/1992,1992,8,LAC,DEN,LAC,-1.5,33,67,8,24,21,0,1,0,1,1,1,1444.441,1587.429,142.988
10/25/1992,1992,8,TB,DET,TB,-2.5,40,66,8,7,38,0,1,0,0,0,1,1396.654,1504.89,108.236
10/26/1992,1992,8,NYJ,BUF,BUF,-8.5,43,46,19,20,24,0,0,1,1,0,1,1413.232,1576.662,163.43
11/1/1992,1992,9,ATL,LAR,ATL,-5,42,72,0,30,28,0,1,0,1,0,1,1501.007,1439.141,61.866
11/1/1992,1992,9,BUF,NE,BUF,-19,40,37,11,16,7,0,1,0,1,0,0,1587.816,1306.192,281.624
11/1/1992,1992,9,CIN,CLE,CLE,-2,35,52,12,30,10,0,0,1,0,0,1,1381.747,1470.516,88.769
11/1/1992,1992,9,DAL,PHI,DAL,-4,36,68,22,20,10,0,1,0,1,1,0,1646.287,1618.238,28.049
11/1/1992,1992,9,DET,GB,DET,-10,39,72,0,13,27,0,1,0,0,0,1,1534.671,1378.791,155.88
11/1/1992,1992,9,NO,TB,NO,-11.5,36,72,0,23,21,0,1,0,1,0,1,1607.927,1366.872,241.055
11/1/1992,1992,9,NYJ,MIA,MIA,-6.5,39,46,13,26,14,0,0,1,0,0,1,1402.078,1559.901,157.823
11/1/1992,1992,9,ARI,SF,SF,-13,44,68,8,24,14,0,0,1,0,0,0,1343.149,1701.277,358.128
11/1/1992,1992,9,PIT,TEN,TEN,-3,39,42,12,21,20,0,0,1,0,0,1,1566.73,1590.338,23.608
11/1/1992,1992,9,LAC,IND,LAC,-6,38,66,9,26,0,0,1,0,1,1,0,1461.987,1404.335,57.652
11/1/1992,1992,9,,NYG,WAS,-10.5,38,46,10,7,24,0,0,0,1,1,0,,,0
11/2/1992,1992,9,CHI,MIN,CHI,-3.5,40,50,18,10,38,0,1,0,0,0,1,1548.26,1540.574,7.686
11/8/1992,1992,10,BUF,PIT,BUF,-7,38,27,5,28,20,0,1,0,1,1,1,1592.578,1572.727,19.851
11/8/1992,1992,10,CHI,CIN,CHI,-9,39,36,10,28,31,0,1,0,0,0,1,1506.256,1414.627,91.629
11/8/1992,1992,10,DEN,NYJ,DEN,-6,35,43,10,27,16,0,1,0,1,1,1,1569.884,1435.847,134.037
11/8/1992,1992,10,DET,DAL,DAL,-6.5,41,72,0,3,37,0,0,1,1,1,0,1487.65,1663.275,175.625
11/8/1992,1992,10,TEN,CLE,TEN,-11,40,72,0,14,24,0,1,0,0,0,0,1584.341,1437.636,146.705
11/8/1992,1992,10,IND,MIA,MIA,-6.5,38,72,0,0,28,0,0,1,1,1,0,1383.701,1526.132,142.431
11/8/1992,1992,10,KC,LAC,KC,-6,35,43,18,16,14,0,1,0,1,0,0,1553.214,1482.62,70.594
11/8/1992,1992,10,LAR,ARI,LAR,-5,40,64,8,14,20,0,1,0,0,0,0,1432.387,1389.841,42.546
11/8/1992,1992,10,NE,NO,NO,-8,32,34,14,14,31,0,0,1,1,1,1,1301.43,1610.754,309.324
11/8/1992,1992,10,NYG,GB,NYG,-9,37,37,12,27,7,0,1,0,1,1,0,1554.574,1425.812,128.762
11/8/1992,1992,10,PHI,OAK,PHI,-6.5,33,39,11,31,10,0,1,0,1,1,1,1601.25,1500.437,100.813
11/8/1992,1992,10,SEA,,WAS,-12.5,33,72,0,3,16,0,0,0,1,1,0,,,0
11/8/1992,1992,10,TB,MIN,MIN,-6,40,59,10,7,35,0,0,1,1,1,1,1364.045,1582.578,218.533
11/9/1992,1992,10,ATL,SF,SF,-7,45,72,0,3,41,0,0,1,1,1,0,1507.761,1654.585,146.824
11/15/1992,1992,11,ATL,ARI,ATL,-4,41.5,72,0,20,17,0,1,0,1,0,0,1480.608,1416.438,64.17
11/15/1992,1992,11,CLE,LAC,CLE,-2.5,31,28,11,13,14,0,1,0,0,0,0,1478.592,1476.117,2.475
11/15/1992,1992,11,DAL,LAR,DAL,-14.5,40,56,8,23,27,0,1,0,0,0,1,1686.698,1405.79,280.908
11/15/1992,1992,11,DEN,NYG,DEN,-3.5,37,46,9,27,13,0,1,0,1,1,1,1580.88,1568.39,12.49
11/15/1992,1992,11,GB,PHI,PHI,-8.5,35,30,11,27,24,0,0,1,0,0,1,1411.997,1617.231,205.234
11/15/1992,1992,11,IND,NE,IND,-7,32,72,0,34,37,0,1,0,0,0,1,1358.305,1291.191,67.114
11/15/1992,1992,11,KC,,KC,-1,35,40,9,35,16,0,1,0,1,1,1,,,0
11/15/1992,1992,11,OAK,SEA,OAK,-14,32,63,7,20,3,0,1,0,1,1,0,1484.456,1356.559,127.897
11/15/1992,1992,11,MIN,TEN,MIN,-7.5,43,72,0,13,17,0,1,0,0,0,0,1600.985,1543.385,57.6
11/15/1992,1992,11,NYJ,CIN,NYJ,-6,40,38,16,17,14,0,1,0,1,0,0,1424.851,1435.86,11.009
11/15/1992,1992,11,PIT,DET,PIT,-11,34,30,14,17,14,0,1,0,1,0,0,1556.637,1464.227,92.41
11/15/1992,1992,11,SF,NO,SF,-6,40,56,8,21,20,0,1,0,1,0,1,1681.739,1620.993,60.746
11/15/1992,1992,11,TB,CHI,CHI,-6.5,41,58,10,20,17,0,0,1,0,0,0,1345.639,1485.023,139.384
11/16/1992,1992,11,MIA,BUF,BUF,-1,46.5,70,14,20,26,0,0,1,1,1,0,1551.529,1608.668,57.139
11/22/1992,1992,12,BUF,ATL,BUF,-13,43,50,11,41,14,0,1,0,1,1,1,1628.638,1489.046,139.592
11/22/1992,1992,12,CHI,GB,CHI,-5.5,38,42,18,3,17,0,1,0,0,0,0,1467.649,1432.475,35.174
11/22/1992,1992,12,CIN,DET,CIN,-2.5,38,60,13,13,19,0,1,0,0,0,0,1424.415,1456.781,32.366
11/22/1992,1992,12,OAK,DEN,OAK,-3.5,35,57,9,24,0,0,1,0,1,1,0,1497.626,1601.299,103.673
11/22/1992,1992,12,LAR,SF,SF,-7,43,57,9,10,27,0,0,1,1,1,0,1439.395,1686.021,246.626
11/22/1992,1992,12,MIA,TEN,MIA,-3.5,41,79,19,19,16,0,1,0,1,0,0,1531.558,1566.206,34.648
11/22/1992,1992,12,MIN,CLE,MIN,-9,37,72,0,17,13,0,1,0,1,0,0,1578.164,1470.07,108.094
11/22/1992,1992,12,NE,NYJ,NYJ,-4.5,35,58,16,24,3,0,0,1,0,0,0,1311.293,1436.296,125.003
11/22/1992,1992,12,NYG,PHI,PHI,-3.5,35,60,13,34,47,0,0,1,1,1,1,1547.97,1596.752,48.782
11/22/1992,1992,12,ARI,DAL,DAL,-8.5,42,56,4,10,16,0,0,1,1,0,0,1408,1653.092,245.092
11/22/1992,1992,12,PIT,IND,PIT,-12,33,58,8,30,14,0,1,0,1,1,1,1564.084,1338.204,225.88
11/22/1992,1992,12,LAC,TB,LAC,-8.5,37,58,8,29,14,0,1,0,1,1,1,1484.639,1363.012,121.627
11/22/1992,1992,12,SEA,KC,KC,-12,32,72,0,14,24,0,0,1,1,0,1,1343.389,1591.903,248.514
11/23/1992,1992,12,NO,,NO,-4,37,72,0,20,3,0,1,0,1,1,0,,,0
11/26/1992,1992,13,DAL,NYG,DAL,-15,41,38,15,30,3,0,1,0,1,1,0,1662.509,1520.143,142.366
11/26/1992,1992,13,DET,TEN,TEN,-1.5,41,72,0,21,24,0,0,1,1,1,1,1478.383,1553.723,75.34
11/29/1992,1992,13,ATL,NE,ATL,-5.5,41,72,0,34,0,0,1,0,1,1,0,1474.689,1348.504,126.185
11/29/1992,1992,13,CIN,PIT,PIT,-7.5,36,31,9,9,21,0,0,1,1,1,0,1402.813,1571.983,169.17
11/29/1992,1992,13,CLE,CHI,CLE,-3.5,35,33,11,27,14,0,1,0,1,1,1,1462.024,1431.316,30.708
11/29/1992,1992,13,GB,TB,GB,-5.5,36,32,12,19,14,0,1,0,1,0,0,1468.809,1349.999,118.81
11/29/1992,1992,13,IND,BUF,BUF,-16.5,41,72,0,16,13,0,0,1,0,0,0,1330.304,1642.995,312.691
11/29/1992,1992,13,LAR,MIN,MIN,-2.5,37,62,7,17,31,0,0,1,1,1,1,1425.507,1586.211,160.704
11/29/1992,1992,13,NO,MIA,NO,-4,37,72,0,24,13,0,1,0,1,1,0,1639.412,1544.041,95.371
11/29/1992,1992,13,NYJ,KC,KC,-6,35,44,10,7,23,0,0,1,1,1,0,1399.085,1603.323,204.238
11/29/1992,1992,13,LAC,OAK,LAC,-3.5,35,62,8,27,3,0,1,0,1,1,0,1497.653,1534.023,36.37
11/29/1992,1992,13,SF,PHI,SF,-6.5,41,53,9,20,14,0,1,0,1,0,0,1699.909,1624.579,75.33
11/29/1992,1992,13,,ARI,WAS,-8,36,44,11,41,3,0,0,0,0,0,1,,,0
